"winner","round_type","ct","t"
"t","ECO",3150,23600
"ct","NORMAL",26250,25300
"t","NORMAL",26900,24400
"t","SEMI_ECO",9800,24800
"t","FORCE_BUY",11050,21400
"t","PISTOL_ROUND",4350,4300
"t","ECO",6750,18250
"t","ECO",1200,21550
"t","NORMAL",23050,27350
"t","FORCE_BUY",12850,26800
"t","ECO",2100,27600
"ct","NORMAL",31900,30700
"ct","NORMAL",28950,26400
"t","ECO",23750,5950
"t","SEMI_ECO",14000,32600
"t","ECO",3250,30350
"ct","NORMAL",27950,32300
"ct","ECO",20450,6700
"t","NORMAL",24150,22100
"ct","FORCE_BUY",11800,25800
"t","PISTOL_ROUND",3650,4300
"t","ECO",5250,16050
"t","ECO",1400,22450
"ct","NORMAL",24950,24300
"ct","NORMAL",28850,27000
"t","NORMAL",27350,18300
"t","ECO",1300,18000
"t","ECO",2750,30100
"ct","NORMAL",24500,30600
"t","NORMAL",34700,22800
"t","SEMI_ECO",11450,27200
"t","ECO",1800,31850
"ct","NORMAL",25400,29100
"ct","FORCE_BUY",32900,16650
"t","FORCE_BUY",8200,17000
"t","ECO",2150,17650
"t","NORMAL",23300,20700
"ct","ECO",6750,25000
"t","NORMAL",29850,24500
"t","FORCE_BUY",12750,21750
"t","ECO",7550,26650
"t","NORMAL",16550,26650
"t","SEMI_ECO",11750,27950
"t","SEMI_ECO",11750,28150
"t","ECO",9400,27350
"t","NORMAL",17550,24500
"t","NORMAL",16500,26200
"ct","FORCE_BUY",14650,28250
"ct","SEMI_ECO",8550,18900
"ct","NORMAL",22150,14150
"ct","ECO",24650,9250
"t","PISTOL_ROUND",4550,4100
"t","FORCE_BUY",7350,15500
"t","ECO",1000,22300
"ct","NORMAL",24300,27800
"t","NORMAL",20650,21500
"ct","ECO",4850,24900
"ct","NORMAL",22850,23500
"ct","ECO",28350,2750
"ct","NORMAL",28450,22300
"ct","ECO",29400,8350
"t","NORMAL",31100,23550
"t","NORMAL",30100,22600
"t","NORMAL",24550,22650
"t","ECO",2000,25200
"ct","NORMAL",27450,25300
"t","PISTOL_ROUND",3600,4400
"t","SEMI_ECO",7150,18400
"t","ECO",2300,20050
"t","NORMAL",26200,24200
"t","FORCE_BUY",12350,20800
"t","NORMAL",27350,25300
"t","NORMAL",17200,27600
"t","NORMAL",19150,22950
"t","NORMAL",17550,27950
"ct","PISTOL_ROUND",4250,4300
"ct","ECO",17750,5100
"ct","ECO",21000,1500
"t","NORMAL",22800,21800
"ct","NORMAL",26550,21950
"ct","NORMAL",30200,20050
"ct","ECO",30150,2700
"t","NORMAL",31700,23600
"t","NORMAL",25900,26850
"ct","SEMI_ECO",10300,25500
"t","NORMAL",27500,21300
"t","FORCE_BUY",13400,24100
"t","ECO",6750,25300
"t","NORMAL",19300,25950
"ct","FORCE_BUY",15400,25800
"t","PISTOL_ROUND",3600,4300
"t","SEMI_ECO",6650,16250
"ct","ECO",2000,19900
"ct","SEMI_ECO",24600,9750
"ct","SEMI_ECO",26900,11300
"ct","FORCE_BUY",28200,13700
"t","FORCE_BUY",29500,17700
"ct","NORMAL",23500,22800
"ct","SEMI_ECO",30600,12800
"ct","ECO",29450,1300
"ct","NORMAL",29000,24800
"t","NORMAL",28650,21450
"ct","NORMAL",25300,23400
"t","PISTOL_ROUND",3900,3600
"t","FORCE_BUY",5750,10250
"ct","NORMAL",10300,12350
"t","NORMAL",22300,21400
"t","ECO",7350,22800
"ct","ECO",3000,24100
"ct","NORMAL",26150,21850
"ct","ECO",26900,8600
"ct","ECO",27300,5300
"t","NORMAL",27050,20250
"ct","NORMAL",29100,27500
"ct","ECO",31350,6800
"t","NORMAL",34550,23550
"t","NORMAL",33100,25750
"t","NORMAL",3600,4050
"t","PISTOL_ROUND",3400,17100
"ct","ECO",2300,20550
"ct","FORCE_BUY",26200,15350
"ct","ECO",22450,4400
"ct","NORMAL",24800,15800
"ct","NORMAL",28650,21950
"ct","SEMI_ECO",28550,11200
"t","FORCE_BUY",30700,15700
"t","NORMAL",28900,22500
"ct","NORMAL",20850,18900
"t","NORMAL",25800,16550
"ct","FORCE_BUY",13550,25300
"ct","NORMAL",19600,18250
"t","PISTOL_ROUND",3000,4350
"t","SEMI_ECO",5950,14700
"t","ECO",1500,16700
"ct","NORMAL",25350,19600
"ct","NORMAL",27750,21600
"ct","NORMAL",19800,20250
"ct","ECO",27600,6450
"ct","NORMAL",31450,21250
"ct","NORMAL",29350,20600
"t","SEMI_ECO",30250,13200
"t","ECO",7450,21050
"ct","ECO",2500,25750
"ct","NORMAL",24150,17300
"ct","ECO",29100,7100
"t","FORCE_BUY",31700,17750
"ct","PISTOL_ROUND",4350,4350
"ct","ECO",18050,6800
"ct","ECO",15800,1400
"ct","NORMAL",19400,24700
"t","FORCE_BUY",19400,9850
"ct","NORMAL",28100,25600
"t","ECO",18400,4500
"t","ECO",4250,27850
"ct","NORMAL",26200,25700
"ct","ECO",31250,3500
"ct","FORCE_BUY",33450,19400
"ct","FORCE_BUY",28950,13500
"ct","FORCE_BUY",28300,15100
"ct","PISTOL_ROUND",2800,3500
"ct","ECO",16800,1500
"t","FORCE_BUY",21350,12400
"ct","NORMAL",14450,15900
"ct","NORMAL",27450,17750
"ct","NORMAL",21200,21250
"ct","NORMAL",26950,20350
"ct","ECO",28250,6700
"t","NORMAL",29700,25150
"t","NORMAL",19100,26050
"t","NORMAL",13950,22550
"t","ECO",4700,22800
"t","NORMAL",23250,24600
"t","ECO",6450,29450
"t","PISTOL_ROUND",4250,3750
"t","PISTOL_ROUND",6950,15700
"t","ECO",1600,17950
"t","NORMAL",18050,15900
"t","ECO",4900,24800
"t","NORMAL",28800,26350
"t","FORCE_BUY",14200,27150
"t","FORCE_BUY",12950,25800
"t","PISTOL_ROUND",4350,4300
"t","ECO",5400,16200
"t","ECO",4900,18100
"ct","NORMAL",14850,22400
"ct","ECO",26200,3750
"ct","ECO",21550,7450
"t","NORMAL",25150,26250
"ct","FORCE_BUY",14250,24100
"ct","ECO",21800,5050
"t","NORMAL",24550,17050
"t","NORMAL",17750,22800
"ct","SEMI_ECO",11900,30000
"ct","FORCE_BUY",27750,14600
"ct","PISTOL_ROUND",4250,4400
"ct","FORCE_BUY",16050,8000
"t","PISTOL_ROUND",21050,1100
"t","NORMAL",22100,24550
"t","ECO",1000,20750
"ct","NORMAL",23150,27350
"t","NORMAL",23250,23000
"t","NORMAL",18600,21300
"t","FORCE_BUY",10250,21650
"t","SEMI_ECO",10300,25900
"t","PISTOL_ROUND",4250,4400
"t","FORCE_BUY",7400,14750
"t","ECO",900,18800
"t","NORMAL",23400,24800
"t","ECO",3950,27050
"ct","NORMAL",22600,28350
"ct","NORMAL",29150,27250
"t","NORMAL",31900,21950
"t","NORMAL",18000,29250
"ct","NORMAL",18400,29100
"t","NORMAL",30150,24100
"ct","NORMAL",17150,20400
"ct","ECO",30000,10300
"ct","SEMI_ECO",31800,12950
"t","NORMAL",30450,19350
"ct","PISTOL_ROUND",4300,3250
"ct","ECO",21350,2850
"ct","NORMAL",22050,24500
"ct","SEMI_ECO",20900,8300
"t","NORMAL",26200,25400
"t","ECO",6050,25600
"t","ECO",4800,29800
"ct","NORMAL",26650,30100
"ct","NORMAL",23050,24600
"t","NORMAL",24950,21100
"t","ECO",2100,22400
"t","ECO",4950,22800
"t","NORMAL",25750,24600
"t","ECO",4200,26850
"ct","NORMAL",28350,24150
"t","PISTOL_ROUND",4400,3750
"ct","NORMAL",5050,8000
"ct","ECO",19050,2450
"t","FORCE_BUY",23200,11200
"t","NORMAL",29250,19900
"t","ECO",2000,20450
"ct","NORMAL",23950,28050
"ct","ECO",29050,3900
"t","NORMAL",29850,18650
"ct","NORMAL",23200,20050
"ct","NORMAL",22450,15650
"ct","ECO",27950,7050
"ct","NORMAL",28850,21700
"ct","ECO",29750,4000
"t","NORMAL",32950,27400
"ct","PISTOL_ROUND",4600,4200
"t","SEMI_ECO",18800,7450
"t","ECO",4750,18800
"t","ECO",1600,22600
"t","NORMAL",26450,19750
"t","ECO",3750,28500
"ct","NORMAL",29250,28900
"t","NORMAL",30400,26650
"t","FORCE_BUY",11100,22150
"ct","PISTOL_ROUND",3950,3650
"ct","FORCE_BUY",16900,8450
"ct","ECO",20350,1000
"t","NORMAL",28500,20900
"ct","NORMAL",17250,20250
"ct","SEMI_ECO",29200,13100
"ct","ECO",27900,1600
"ct","NORMAL",31500,22300
"ct","ECO",32100,4550
"t","NORMAL",32450,21650
"ct","NORMAL",25200,23700
"ct","ECO",33700,1400
"ct","NORMAL",34000,20800
"ct","NORMAL",28250,20250
"ct","PISTOL_ROUND",4350,3800
"ct","PISTOL_ROUND",14950,5650
"t","ECO",25950,7200
"t","NORMAL",18450,22400
"t","SEMI_ECO",10650,24450
"t","PISTOL_ROUND",4400,4300
"ct","SEMI_ECO",7750,18950
"ct","ECO",25100,8150
"ct","ECO",19000,1100
"t","NORMAL",25400,22900
"t","FORCE_BUY",10650,18850
"t","ECO",2950,23150
"t","NORMAL",16400,20350
"t","ECO",11450,30400
"ct","NORMAL",22600,25050
"ct","NORMAL",20250,22100
"t","NORMAL",27900,19050
"t","ECO",5100,29150
"t","FORCE_BUY",13850,24600
"ct","NORMAL",15700,22600
"ct","PISTOL_ROUND",4350,4250
"ct","ECO",20300,2850
"ct","FORCE_BUY",23150,13800
"ct","ECO",30700,4450
"t","NORMAL",26800,24550
"t","FORCE_BUY",14700,25300
"ct","ECO",1700,19450
"t","SEMI_ECO",23650,9600
"ct","NORMAL",14000,22600
"ct","FORCE_BUY",23450,12950
"ct","NORMAL",4350,4200
"ct","ECO",18550,6850
"ct","ECO",24050,3150
"ct","NORMAL",31450,25450
"t","ECO",31850,5950
"t","FORCE_BUY",15200,27650
"t","ECO",2200,26350
"ct","NORMAL",21950,26050
"ct","NORMAL",26700,23100
"ct","ECO",29750,5750
"ct","NORMAL",32400,20950
"ct","ECO",32700,6750
"t","NORMAL",31550,25100
"t","NORMAL",25750,25350
"ct","NORMAL",18300,28750
"t","PISTOL_ROUND",4250,3700
"t","SEMI_ECO",8000,19850
"t","ECO",1100,22600
"ct","NORMAL",21700,25500
"ct","NORMAL",29150,23550
"ct","NORMAL",24900,18700
"t","ECO",28350,7350
"t","FORCE_BUY",13250,25300
"t","FORCE_BUY",10750,23400
"t","PISTOL_ROUND",4250,2900
"t","FORCE_BUY",6500,14150
"t","ECO",1300,14350
"t","NORMAL",21500,23150
"t","ECO",4700,24900
"t","NORMAL",29100,25500
"ct","ECO",9300,27550
"t","NORMAL",29250,20500
"t","ECO",8850,29400
"t","ECO",4450,28100
"ct","NORMAL",22150,30100
"ct","NORMAL",24150,19900
"ct","FORCE_BUY",29550,17300
"t","FORCE_BUY",30700,17000
"t","NORMAL",29850,19750
"t","PISTOL_ROUND",4400,3600
"ct","ECO",4450,18950
"ct","ECO",17850,5950
"t","NORMAL",20900,15650
"t","ECO",3100,24300
"t","ECO",3300,25400
"ct","NORMAL",22600,24600
"ct","NORMAL",22150,28500
"t","FORCE_BUY",28100,15650
"ct","NORMAL",17700,21450
"ct","PISTOL_ROUND",4350,4150
"ct","ECO",19000,6150
"ct","ECO",21400,1000
"ct","NORMAL",27650,22750
"ct","ECO",29350,7550
"ct","NORMAL",33600,26550
"ct","ECO",31850,5100
"t","NORMAL",31550,23500
"t","SEMI_ECO",11100,25550
"t","NORMAL",18850,27650
"ct","ECO",7950,25600
"t","NORMAL",30950,22700
"ct","NORMAL",18000,24500
"ct","ECO",25650,2650
"ct","FORCE_BUY",32550,15950
"ct","PISTOL_ROUND",4150,4300
"ct","ECO",17350,5700
"ct","ECO",23700,1200
"ct","NORMAL",25300,23650
"ct","NORMAL",27500,20750
"ct","ECO",28300,5300
"t","NORMAL",29050,29850
"t","NORMAL",21500,31650
"t","NORMAL",16150,26750
"t","NORMAL",19050,27850
"t","SEMI_ECO",12700,27950
"t","PISTOL_ROUND",4250,4300
"t","NORMAL",8800,12600
"t","ECO",1900,17100
"t","NORMAL",22950,24700
"t","ECO",6000,24800
"ct","NORMAL",26300,25400
"t","NORMAL",29750,28300
"t","NORMAL",21700,24700
"t","ECO",1900,26550
"t","NORMAL",18300,28300
"t","ECO",9400,29500
"ct","NORMAL",23400,29500
"t","NORMAL",24550,27150
"ct","ECO",8700,27350
"t","NORMAL",25650,27200
"t","PISTOL_ROUND",4300,4100
"ct","ECO",6500,17900
"ct","SEMI_ECO",24650,9500
"t","SEMI_ECO",25650,10200
"t","NORMAL",17050,23400
"t","ECO",1500,25200
"ct","NORMAL",24450,25100
"t","NORMAL",24000,16200
"t","ECO",2150,22350
"ct","ECO",5200,27550
"ct","PISTOL_ROUND",3650,3650
"ct","ECO",16350,2100
"t","NORMAL",24150,17400
"ct","ECO",3200,25050
"t","NORMAL",30500,23750
"t","NORMAL",27650,22350
"t","ECO",1600,9600
"t","ECO",2500,24200
"ct","NORMAL",29200,23250
"t","ECO",26900,2000
"t","ECO",1800,26050
"ct","ECO",4100,25500
"ct","NORMAL",30750,20000
"t","PISTOL_ROUND",3650,4350
"t","ECO",3900,14750
"ct","PISTOL_ROUND",1600,17850
"ct","ECO",26200,1300
"ct","NORMAL",29000,18900
"ct","ECO",31200,2950
"t","NORMAL",29850,27400
"t","NORMAL",21600,29100
"t","ECO",9750,30850
"ct","FORCE_BUY",18650,31250
"t","NORMAL",21400,30400
"t","ECO",10300,32750
"ct","ECO",12100,32850
"ct","NORMAL",26650,26150
"t","FORCE_BUY",30250,16350
"t","PISTOL_ROUND",3600,4300
"t","FORCE_BUY",7450,12900
"t","ECO",1000,17550
"ct","NORMAL",23900,24100
"ct","ECO",29100,6200
"ct","ECO",30950,5850
"ct","NORMAL",30950,26250
"ct","ECO",31050,7350
"t","NORMAL",31850,25250
"ct","NORMAL",33000,23900
"ct","ECO",28050,8200
"ct","SEMI_ECO",31450,13350
"t","ECO",30950,4550
"ct","NORMAL",29450,26200
"ct","NORMAL",31700,23450
"ct","PISTOL_ROUND",4300,4400
"t","ECO",16700,2000
"ct","SEMI_ECO",11150,25650
"t","ECO",24000,3500
"ct","ECO",5500,27200
"ct","ECO",26100,4800
"ct","NORMAL",31050,23100
"ct","ECO",29750,3350
"t","NORMAL",30650,23000
"ct","NORMAL",27800,27650
"t","ECO",26950,6250
"t","ECO",10500,28150
"ct","ECO",10000,27150
"t","NORMAL",24800,22400
"t","PISTOL_ROUND",3000,2800
"t","ECO",4100,15850
"t","ECO",2000,21700
"ct","NORMAL",26450,26850
"t","NORMAL",22650,17650
"t","ECO",5200,28150
"t","ECO",3800,26400
"ct","NORMAL",25600,28850
"ct","NORMAL",27500,24650
"ct","ECO",28150,2750
"t","NORMAL",29400,23400
"ct","FORCE_BUY",8350,14400
"t","NORMAL",27350,16600
"t","ECO",4000,23050
"ct","NORMAL",20900,25800
"ct","PISTOL_ROUND",3800,3600
"ct","ECO",14400,1600
"ct","ECO",25100,2500
"ct","NORMAL",31300,24000
"ct","ECO",32700,10400
"ct","NORMAL",31950,24800
"ct","NORMAL",31600,24900
"t","PISTOL_ROUND",4450,4050
"t","ECO",2800,17650
"t","ECO",2300,19550
"t","ECO",3050,23650
"t","NORMAL",23300,27100
"t","ECO",4750,32150
"ct","FORCE_BUY",16150,33050
"ct","NORMAL",33300,30950
"ct","NORMAL",29450,27200
"ct","ECO",29950,9950
"t","NORMAL",30500,27300
"t","ECO",4350,23500
"t","NORMAL",22500,30300
"t","ECO",4300,30300
"t","NORMAL",24500,31200
"t","PISTOL_ROUND",3000,4350
"t","SEMI_ECO",8450,18900
"t","ECO",1600,22900
"ct","NORMAL",23000,24750
"t","FORCE_BUY",26050,14900
"t","ECO",6750,23200
"t","ECO",5200,26450
"t","NORMAL",25850,24550
"t","ECO",3400,27850
"ct","NORMAL",25000,25050
"ct","NORMAL",27650,19900
"ct","ECO",33500,12000
"ct","ECO",35300,12650
"ct","ECO",19950,4850
"ct","ECO",22300,3600
"ct","NORMAL",28150,25000
"ct","ECO",29950,7750
"t","NORMAL",33400,26650
"ct","NORMAL",29750,19450
"ct","ECO",27150,8500
"t","ECO",29150,9400
"t","NORMAL",14200,22150
"t","ECO",5400,26000
"t","NORMAL",21000,26550
"t","NORMAL",4200,4250
"t","ECO",5000,17150
"t","SEMI_ECO",9000,21250
"t","PISTOL_ROUND",17250,26150
"ct","FORCE_BUY",14600,26550
"ct","NORMAL",24800,16050
"t","NORMAL",22300,13650
"t","NORMAL",19650,23350
"t","NORMAL",6250,6350
"t","ECO",1200,17050
"t","NORMAL",24150,22600
"t","ECO",2200,26850
"ct","NORMAL",27950,28150
"t","NORMAL",23600,27950
"ct","ECO",9750,25800
"ct","NORMAL",24550,23100
"ct","NORMAL",21150,19850
"ct","ECO",21100,7300
"t","NORMAL",26150,27350
"ct","FORCE_BUY",12600,26450
"ct","FORCE_BUY",25850,13400
"ct","SEMI_ECO",31150,13800
"t","PISTOL_ROUND",4300,3650
"ct","SEMI_ECO",6600,15900
"ct","SEMI_ECO",21150,9350
"ct","ECO",22800,1000
"ct","NORMAL",32750,22200
"ct","ECO",32250,3900
"t","NORMAL",28450,25250
"ct","NORMAL",15900,20000
"ct","NORMAL",14600,10000
"t","SEMI_ECO",27200,10600
"t","ECO",3650,16300
"t","ECO",1400,20500
"t","NORMAL",25300,27050
"ct","ECO",3750,27950
"t","NORMAL",30700,21950
"ct","NORMAL",32050,22050
"t","NORMAL",32150,24200
"t","NORMAL",27650,31650
"ct","NORMAL",32700,25600
"ct","FORCE_BUY",30300,15700
"t","PISTOL_ROUND",4250,3500
"t","FORCE_BUY",6850,13600
"t","ECO",1000,16700
"t","NORMAL",23100,24950
"t","ECO",3650,26400
"t","NORMAL",29800,26150
"t","NORMAL",17150,26550
"t","ECO",10700,28350
"t","NORMAL",25350,28250
"t","ECO",9750,28950
"t","NORMAL",19950,29050
"t","NORMAL",18300,28850
"ct","FORCE_BUY",15100,27850
"ct","NORMAL",25500,30100
"t","NORMAL",29000,24100
"t","PISTOL_ROUND",4100,3450
"t","SEMI_ECO",6950,18050
"t","ECO",1300,21550
"ct","NORMAL",23150,22150
"ct","NORMAL",26300,22350
"ct","NORMAL",22400,15250
"t","PISTOL_ROUND",4250,3650
"t","FORCE_BUY",6950,13800
"t","ECO",2050,16750
"ct","NORMAL",22900,20650
"ct","NORMAL",25500,23400
"ct","NORMAL",27250,18550
"t","ECO",29750,11000
"t","NORMAL",23250,27950
"t","ECO",2900,29200
"t","NORMAL",17600,28800
"ct","SEMI_ECO",14300,32750
"ct","NORMAL",21250,27950
"t","NORMAL",25550,20500
"ct","ECO",5800,21350
"t","NORMAL",31100,21150
"t","PISTOL_ROUND",3600,4300
"t","ECO",5000,17150
"t","FORCE_BUY",7900,16250
"ct","SEMI_ECO",9950,25550
"ct","ECO",30650,2200
"ct","ECO",30550,11450
"ct","ECO",32400,4650
"ct","NORMAL",33200,25050
"ct","FORCE_BUY",31550,18750
"t","FORCE_BUY",37900,19400
"t","NORMAL",19650,26250
"t","NORMAL",15350,24500
"t","FORCE_BUY",13600,26750
"t","NORMAL",24700,28350
"ct","ECO",10650,29100
"t","ECO",4200,14550
"t","ECO",1000,15300
"ct","NORMAL",26600,23550
"ct","NORMAL",26450,24300
"ct","ECO",25100,2700
"ct","NORMAL",30500,22500
"ct","ECO",30650,3000
"ct","NORMAL",30200,27550
"ct","NORMAL",32700,20800
"ct","NORMAL",25850,18300
"t","FORCE_BUY",28900,15200
"ct","ECO",7750,21550
"t","ECO",30800,4850
"ct","SEMI_ECO",8800,21300
"t","PISTOL_ROUND",3700,2900
"t","SEMI_ECO",6850,16900
"t","ECO",3000,20900
"ct","NORMAL",18500,24850
"ct","NORMAL",23250,22400
"ct","ECO",23300,5300
"ct","NORMAL",23850,22550
"ct","ECO",24500,3850
"ct","NORMAL",29400,23700
"ct","ECO",31750,5700
"ct","NORMAL",32550,20350
"t","NORMAL",25500,18700
"ct","NORMAL",17600,18750
"ct","ECO",24700,2300
"ct","FORCE_BUY",30800,15850
"t","PISTOL_ROUND",4250,4250
"ct","ECO",5000,14200
"ct","ECO",21300,3450
"ct","NORMAL",28800,17750
"ct","ECO",25850,3050
"t","NORMAL",22600,24300
"t","ECO",2750,23800
"t","ECO",4750,24750
"t","NORMAL",20400,28550
"t","ECO",8600,27850
"ct","NORMAL",23700,28250
"t","NORMAL",28850,23550
"ct","NORMAL",21950,27450
"ct","NORMAL",24600,18300
"t","ECO",29300,10950
"ct","PISTOL_ROUND",4300,4200
"t","ECO",16900,1100
"t","ECO",3150,18600
"t","SEMI_ECO",11250,24800
"ct","NORMAL",25650,25200
"ct","NORMAL",30500,23050
"ct","ECO",33700,3500
"ct","ECO",32100,9100
"ct","ECO",33900,3250
"ct","NORMAL",34200,25900
"ct","FORCE_BUY",34700,18800
"t","PISTOL_ROUND",4350,4450
"t","NORMAL",7650,11100
"t","ECO",2200,22500
"ct","NORMAL",23250,24400
"ct","NORMAL",22500,25450
"ct","NORMAL",26050,24400
"t","FORCE_BUY",27850,13300
"ct","FORCE_BUY",10200,22200
"ct","FORCE_BUY",23650,12500
"ct","ECO",25050,4250
"ct","FORCE_BUY",31950,16750
"ct","SEMI_ECO",32250,12850
"t","FORCE_BUY",32550,19350
"t","NORMAL",34100,25650
"t","NORMAL",22900,27050
"t","PISTOL_ROUND",4300,4350
"t","ECO",5200,16200
"t","ECO",1100,18700
"t","NORMAL",24700,24700
"t","NORMAL",15150,24400
"t","NORMAL",15500,25300
"ct","NORMAL",17900,25300
"t","NORMAL",20050,25400
"t","ECO",8700,25300
"t","PISTOL_ROUND",3900,4250
"t","FORCE_BUY",6650,12450
"t","ECO",1700,19200
"t","NORMAL",22450,23550
"t","ECO",5850,17350
"ct","NORMAL",28250,28050
"t","NORMAL",22950,27150
"t","ECO",4750,27250
"t","NORMAL",18850,27150
"t","ECO",4600,27150
"t","NORMAL",25900,22650
"t","SEMI_ECO",11850,29400
"ct","NORMAL",24900,29700
"t","NORMAL",29350,26850
"t","FORCE_BUY",17750,30800
"t","PISTOL_ROUND",3600,4100
"t","ECO",4700,16250
"t","FORCE_BUY",9350,19200
"t","FORCE_BUY",13250,23900
"t","ECO",3200,26400
"t","NORMAL",30500,25200
"t","ECO",5300,27300
"t","NORMAL",28350,26800
"t","ECO",2700,27200
"t","NORMAL",27400,27300
"t","ECO",8150,27400
"ct","NORMAL",28750,27400
"t","NORMAL",30650,28400
"t","SEMI_ECO",11100,27400
"t","FORCE_BUY",14250,26100
"t","PISTOL_ROUND",4450,4200
"ct","FORCE_BUY",9100,15250
"ct","FORCE_BUY",20250,11100
"ct","ECO",21550,2800
"ct","NORMAL",31350,22100
"ct","ECO",30750,4400
"ct","NORMAL",28000,27350
"ct","NORMAL",30550,25400
"ct","ECO",32500,12250
"ct","SEMI_ECO",31500,13550
"ct","FORCE_BUY",27400,15650
"ct","FORCE_BUY",33000,16100
"t","NORMAL",25950,23250
"t","NORMAL",17050,28150
"ct","FORCE_BUY",15350,25900
"ct","PISTOL_ROUND",3600,3000
"ct","ECO",19700,7250
"ct","ECO",20500,1300
"t","NORMAL",28400,24700
"ct","NORMAL",26100,24300
"ct","ECO",25650,6050
"ct","NORMAL",25450,16950
"ct","ECO",30650,2000
"t","NORMAL",31450,25950
"ct","NORMAL",19400,26050
"t","NORMAL",27650,23200
"t","SEMI_ECO",9600,21950
"ct","PISTOL_ROUND",4300,4350
"ct","ECO",19300,1800
"t","NORMAL",22500,21600
"ct","ECO",8250,23750
"ct","ECO",27500,8500
"ct","ECO",25400,4800
"t","NORMAL",27350,20050
"t","FORCE_BUY",14600,24400
"t","ECO",1500,27550
"ct","NORMAL",23400,26800
"ct","SEMI_ECO",27700,11500
"ct","ECO",29600,5000
"ct","NORMAL",31100,19100
"ct","NORMAL",31500,22050
"ct","FORCE_BUY",32950,16050
"t","SEMI_ECO",6800,15200
"ct","ECO",1400,24050
"t","NORMAL",26500,21450
"t","NORMAL",15400,20000
"t","ECO",8000,25200
"t","PISTOL_ROUND",4300,3000
"ct","NORMAL",9150,14850
"t","ECO",18800,4800
"t","ECO",3550,20300
"ct","NORMAL",19400,25900
"ct","FORCE_BUY",29200,15100
"ct","ECO",20900,3450
"t","NORMAL",26350,24450
"t","NORMAL",25700,29100
"t","ECO",5100,24300
"ct","NORMAL",23450,27200
"ct","NORMAL",23400,24750
"ct","ECO",25150,7200
"t","NORMAL",30950,20150
"ct","NORMAL",26800,27100
"ct","PISTOL_ROUND",4500,4100
"ct","SEMI_ECO",19650,8350
"ct","ECO",17800,3950
"t","NORMAL",26600,23300
"t","ECO",4650,20150
"ct","NORMAL",22750,23300
"ct","FORCE_BUY",25900,13500
"ct","ECO",25100,3400
"ct","NORMAL",28900,24850
"ct","ECO",26000,5550
"ct","NORMAL",30800,25700
"ct","PISTOL_ROUND",4350,4300
"ct","ECO",19400,2800
"ct","NORMAL",20600,18800
"ct","ECO",27500,4650
"ct","NORMAL",28900,22950
"t","NORMAL",29100,20000
"ct","NORMAL",18350,19150
"t","ECO",30150,3900
"t","NORMAL",19700,27250
"t","ECO",1200,27050
"ct","NORMAL",24750,27650
"ct","NORMAL",24850,20200
"ct","NORMAL",23450,18150
"ct","NORMAL",29550,19150
"ct","PISTOL_ROUND",4300,3050
"ct","PISTOL_ROUND",18150,14250
"ct","ECO",17400,2250
"ct","NORMAL",24750,22550
"ct","ECO",26250,4050
"t","NORMAL",29850,26650
"ct","NORMAL",30050,25250
"ct","ECO",31450,4900
"ct","ECO",28700,1300
"t","NORMAL",28800,24700
"t","NORMAL",27750,19300
"t","NORMAL",28650,26000
"ct","FORCE_BUY",14300,25700
"ct","NORMAL",28200,19800
"ct","FORCE_BUY",26750,12500
"t","NORMAL",24450,28900
"ct","NORMAL",30550,26850
"ct","NORMAL",32700,27050
"t","NORMAL",33200,25000
"ct","NORMAL",31450,24950
"t","NORMAL",29350,25900
"ct","PISTOL_ROUND",4250,4350
"ct","ECO",16900,5900
"ct","ECO",19700,1000
"t","NORMAL",30600,20700
"t","NORMAL",27300,25150
"t","ECO",3450,27250
"t","ECO",7400,27950
"ct","NORMAL",29150,26850
"ct","NORMAL",26050,23750
"ct","ECO",26250,2100
"t","NORMAL",29200,23100
"ct","NORMAL",24550,20450
"ct","ECO",25450,6100
"ct","ECO",22600,4850
"ct","NORMAL",30350,19400
"t","SEMI_ECO",6800,17100
"t","SEMI_ECO",6200,15500
"t","SEMI_ECO",12050,27300
"ct","FORCE_BUY",14000,27400
"ct","NORMAL",22350,20250
"t","NORMAL",19800,25750
"t","NORMAL",20050,24850
"t","PISTOL_ROUND",4550,4250
"t","SEMI_ECO",5950,14900
"t","ECO",6800,22400
"ct","NORMAL",21050,26250
"ct","NORMAL",31250,22750
"ct","ECO",29350,3500
"ct","NORMAL",31050,19150
"ct","ECO",32500,7200
"t","NORMAL",32700,23100
"ct","NORMAL",24800,27800
"ct","ECO",32250,3000
"t","NORMAL",31600,19350
"ct","ECO",4700,25950
"ct","NORMAL",29400,21500
"ct","ECO",30350,8250
"t","PISTOL_ROUND",4250,4100
"t","SEMI_ECO",8250,18200
"t","ECO",1100,20650
"t","NORMAL",23900,26950
"t","NORMAL",16100,25600
"t","NORMAL",14100,21150
"t","PISTOL_ROUND",4350,4550
"t","ECO",5350,16450
"ct","ECO",1100,18400
"ct","ECO",29250,6500
"ct","SEMI_ECO",31150,13150
"ct","ECO",31900,4100
"ct","NORMAL",34700,28650
"ct","FORCE_BUY",32900,18200
"t","ECO",32850,5700
"t","NORMAL",23950,29900
"t","SEMI_ECO",10550,26150
"t","FORCE_BUY",13350,27550
"t","NORMAL",22750,27950
"t","NORMAL",17550,28050
"t","PISTOL_ROUND",4600,4050
"ct","PISTOL_ROUND",6400,16400
